,WPC1,WPC2,WPC3
0,2.4591908467709795,3.1636920983716363,0.014349019821775007
1,2.4591908467709565,3.1636920983716252,0.014349019821792151
2,2.459190846770955,3.16369209837165,0.014349019821789802
3,2.4591908467709462,3.163692098371662,0.01434901982179366
4,2.459190846770952,3.1636920983716403,0.014349019821796325
5,2.4591908467709573,3.1636920983716386,0.014349019821783838
6,2.4591908467709542,3.163692098371642,0.014349019821794463
7,2.4591908467709467,3.1636920983716412,0.014349019821788146
8,2.459190846770951,3.1636920983716417,0.01434901982179097
9,2.4591908467709436,3.1636920983716452,0.014349019821781805
10,2.459190846770952,3.1636920983716412,0.014349019821792462
11,2.459190846770951,3.1636920983716434,0.014349019821789861
12,2.4591908467709507,3.163692098371641,0.01434901982179267
13,2.459190846770952,3.1636920983716434,0.014349019821792432
14,2.4591908467709516,3.1636920983716434,0.014349019821791405
15,2.4591908467709516,3.1636920983716426,0.014349019821792035
16,6.866702054333339,0.4953561468236216,-0.2049964388978742
17,6.866702054333339,0.4953561468236216,-0.20499643889787422
18,6.866702054333339,0.4953561468236216,-0.20499643889787428
19,6.866702054333339,0.4953561468236216,-0.20499643889787433
20,6.866702054333339,0.4953561468236215,-0.2049964388978742
21,6.866702054333339,0.49535614682362145,-0.20499643889787422
22,6.866702054333339,0.4953561468236215,-0.20499643889787428
23,6.866702054333339,0.4953561468236215,-0.20499643889787422
24,6.866702054333339,0.4953561468236215,-0.20499643889787422
25,6.866702054333339,0.4953561468236215,-0.20499643889787422
26,6.866702054333339,0.4953561468236215,-0.20499643889787422
27,6.866702054333339,0.4953561468236215,-0.20499643889787422
28,6.866702054333339,0.4953561468236215,-0.20499643889787422
29,6.866702054333339,0.4953561468236215,-0.20499643889787422
30,6.866702054333339,0.4953561468236215,-0.20499643889787422
31,6.866702054333339,0.4953561468236215,-0.20499643889787422
32,7.190073309457708,0.5112257301620609,0.08692034483811686
33,7.190073309457708,0.5112257301620609,0.08692034483811686
34,7.190073309457708,0.5112257301620609,0.08692034483811686
35,7.190073309457708,0.5112257301620609,0.08692034483811686
36,7.190073309457708,0.5112257301620609,0.08692034483811686
37,7.190073309457708,0.5112257301620609,0.08692034483811686
