"","pH","Su","P","Ca","Mg","K","Na","SOC","TN","InorgN","Bray1P","POMC","POMN","PMN","Sand","Silt","Clay","FDA"
"196",6.55,16,72,5085.5,695.5,280,33.5,27.5165,2.2055,23.37012561,27,4.999912099,0.328115461,52.44065068,4,34,62,55.7
"197",6.1,12,47.5,4193,614.5,180.5,33.5,24.45978571,1.950428571,24.52545005,8.214285714,2.564094711,0.160286009,44.54284689,5,25,70,43.8
"198",5.95,11.5,23,4611,626,174.5,33.5,24.45978571,1.950428571,24.52545005,8.214285714,2.564094711,0.160286009,44.54284689,5,25,70,43.8
"199",5.9,11,24.5,4332,560,156.5,33,24.45978571,1.950428571,24.52545005,8.214285714,2.564094711,0.160286009,44.54284689,5,25,70,43.8
"200",5.9,10.5,24,4665,590,164,34,24.45978571,1.950428571,24.52545005,8.214285714,2.564094711,0.160286009,44.54284689,5,25,70,43.8
"201",6.05,9.5,20.5,4482.5,583.5,123.5,31,24.45978571,1.950428571,24.52545005,8.214285714,2.564094711,0.160286009,44.54284689,5,25,70,43.8
"202",5.9,10,27.5,4325.5,515.5,159.5,29.5,24.45978571,1.950428571,24.52545005,8.214285714,2.564094711,0.160286009,44.54284689,5,25,70,43.8
"203",5.9,9.5,25.5,4472.5,519,130.5,29.5,24.45978571,1.950428571,24.52545005,8.214285714,2.564094711,0.160286009,44.54284689,5,25,70,43.8
"204",6,9,24,4394,530.5,121,33.5,24.45978571,1.950428571,24.52545005,8.214285714,2.564094711,0.160286009,44.54284689,5,25,70,43.8
"205",6.85,6.5,26.5,1952,323,100,24.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"206",6.65,7.5,28.5,1994,298,96.5,21.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"207",6.6,8,30.5,1946.5,311,102.5,22.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"208",6.7,6,25,2073,348,103,22.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"209",6.7,6.5,28,2080,378,117,22,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"210",6.7,12.5,37.5,2258.5,396.5,118.5,24.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"211",6.5,6,24.5,1742.5,309.5,96,20.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"212",6.55,6,21,1862,329.5,92.5,21,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"213",7.65,33,16.5,9080,574,108,18,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"214",7.7,25.5,21,8538.5,513.5,132,17,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"215",7.7,27,32,8055,522,143,12.5,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"216",7.55,33,35.5,8430.5,548,113,16.5,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"217",7.65,28.5,25.5,7811,550.5,100,19,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"218",7.4,25,45.5,7062,567,108.5,18,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"219",7.3,27.5,43.5,6807.5,608.5,132.5,21,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"220",7.35,28,33,6928,611,122.5,21,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"221",7.55,5.5,7,2454.5,902.5,114.5,29,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"222",7.55,5.5,8,2237,791.5,115.5,28,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"223",7.25,6,11,1660.5,563.5,83,21.5,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"224",7.1,6.5,13,1792,522,93,26.5,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"225",7,7.5,27,1878,512,96,23.5,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"226",7.05,8.5,41,1923,513,113,23.5,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"227",6.75,7.5,13.5,1886.5,486.5,100.5,23,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"228",6.25,8.5,17,1988.5,429.5,98.5,29,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"229",6.85,39.5,83.5,2877.5,380,135,25.5,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"230",7.25,41,70,3763.5,418,164.5,33.5,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"231",6.8,33.5,119.5,3263.5,401.5,177.5,29.5,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"232",7.05,39,69.5,3373,426.5,160.5,32,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"233",6.9,43.5,127.5,3283,473,191,35.5,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"234",6.75,48.5,88.5,3369,492.5,177,38.5,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"235",6.9,38.5,107.5,3244.5,440.5,166.5,32,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"236",6.9,37.5,122,3343.5,438,168.5,33,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"237",6.05,19,27,2633,529,128.5,20,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"238",6.05,20,29.5,2691,538,133.5,21.5,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"239",6.15,25,37,2780,565.5,159,20,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"240",6.1,15.5,27,2993,630.5,145.5,20,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"241",5.75,21.5,50.5,3955,846.5,206,21.5,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"242",6.05,15.5,39,4359,983,194.5,20,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"243",6.05,21,35,3532,739,157.5,17.5,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"244",6.2,19,35.5,4310,986.5,203.5,22,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"245",5.95,8.5,26.5,4713.5,729,121,17.5,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"246",6,10,30.5,4585.5,703.5,129.5,18.5,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"247",6.3,7,23,4808,729.5,106,16.5,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"248",6.4,7,23.5,4737,709,122,18,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"249",6.45,7.5,27.5,4928,729,132,19.5,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"250",6.55,7.5,30,4765,722,128,20,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"251",6.6,7,35.5,4607,693.5,122.5,16,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"252",6.45,7,33.5,4910.5,737,117.5,18,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"253",6.1,10,115.5,3952.5,365.5,168,14.5,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"254",6.15,11,100,4111,411.5,187.5,20.5,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"255",6.35,10.5,89,4695,470,187,16,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"256",6.5,10.5,84,4506.5,410,167.5,16.5,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"257",6,9,55.5,3845.5,439.5,140.5,17,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"258",6.15,10,41,3834,408,154.5,16.5,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"259",6.15,9,35.5,4201.5,445.5,152.5,17,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"260",6.15,9,35,3912,363.5,126.5,18.5,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"261",6.85,6.5,26.5,1952,323,100,24.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"262",6.65,7.5,28.5,1994,298,96.5,21.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"263",6.6,8,30.5,1946.5,311,102.5,22.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"264",6.7,6,25,2073,348,103,22.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"265",6.7,6.5,28,2080,378,117,22,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"266",6.7,12.5,37.5,2258.5,396.5,118.5,24.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"267",6.5,6,24.5,1742.5,309.5,96,20.5,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"268",6.55,6,21,1862,329.5,92.5,21,9.173,1.0435,27.73,11,1.653262227,0.144054566,27.17,7,50,43,8.9
"269",7.65,33,16.5,9080,574,108,18,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"270",7.7,25.5,21,8538.5,513.5,132,17,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"271",7.7,27,32,8055,522,143,12.5,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"272",7.55,33,35.5,8430.5,548,113,16.5,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"273",7.65,28.5,25.5,7811,550.5,100,19,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"274",7.4,25,45.5,7062,567,108.5,18,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"275",7.3,27.5,43.5,6807.5,608.5,132.5,21,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"276",7.35,28,33,6928,611,122.5,21,67.0345,5.0795,29.13,21,11.90800776,0.955105041,38.42,5,28,67,45.8
"277",7.55,5.5,7,2454.5,902.5,114.5,29,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"278",7.55,5.5,8,2237,791.5,115.5,28,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"279",7.25,6,11,1660.5,563.5,83,21.5,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"280",7.1,6.5,13,1792,522,93,26.5,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"281",7,7.5,27,1878,512,96,23.5,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"282",7.05,8.5,41,1923,513,113,23.5,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"283",6.75,7.5,13.5,1886.5,486.5,100.5,23,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"284",6.25,8.5,17,1988.5,429.5,98.5,29,13.2635,1.3845,28.78,5.5,1.64871246,0.116012296,39.19,30,28,42,18
"285",6.85,39.5,83.5,2877.5,380,135,25.5,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"286",7.25,41,70,3763.5,418,164.5,33.5,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"287",6.8,33.5,119.5,3263.5,401.5,177.5,29.5,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"288",7.05,39,69.5,3373,426.5,160.5,32,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"289",6.9,43.5,127.5,3283,473,191,35.5,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"290",6.75,48.5,88.5,3369,492.5,177,38.5,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"291",6.9,38.5,107.5,3244.5,440.5,166.5,32,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"292",6.9,37.5,122,3343.5,438,168.5,33,13.617,1.319,33.18,41.5,1.333677676,0.096234261,23.96,17,20,63,12.6
"293",6.05,19,27,2633,529,128.5,20,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"294",6.05,20,29.5,2691,538,133.5,21.5,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"295",6.15,25,37,2780,565.5,159,20,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"296",6.1,15.5,27,2993,630.5,145.5,20,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"297",5.75,21.5,50.5,3955,846.5,206,21.5,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"298",6.05,15.5,39,4359,983,194.5,20,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"299",6.05,21,35,3532,739,157.5,17.5,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"300",6.2,19,35.5,4310,986.5,203.5,22,18.8325,1.578,34.635,10,1.639730756,0.123939388,38.32,22,30,48,21.5
"301",5.95,8.5,26.5,4713.5,729,121,17.5,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"302",6,10,30.5,4585.5,703.5,129.5,18.5,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"303",6.3,7,23,4808,729.5,106,16.5,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"304",6.4,7,23.5,4737,709,122,18,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"305",6.45,7.5,27.5,4928,729,132,19.5,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"306",6.55,7.5,30,4765,722,128,20,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"307",6.6,7,35.5,4607,693.5,122.5,16,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"308",6.45,7,33.5,4910.5,737,117.5,18,27.0175,1.972,31.585,14.5,1.987079763,0.152251178,38.635,4,40,56,39.2
"309",6.1,10,115.5,3952.5,365.5,168,14.5,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"310",6.15,11,100,4111,411.5,187.5,20.5,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"311",6.35,10.5,89,4695,470,187,16,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"312",6.5,10.5,84,4506.5,410,167.5,16.5,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"313",6,9,55.5,3845.5,439.5,140.5,17,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"314",6.15,10,41,3834,408,154.5,16.5,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"315",6.15,9,35.5,4201.5,445.5,152.5,17,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"316",6.15,9,35,3912,363.5,126.5,18.5,19.941,1.709,20.775,23.5,1.86549625,0.141743239,31.4675,4,42,54,34.7
"317",6.4,15,50,2105,679,213,35,17.204,1.473,30.3,48,2.310778443,0.135928144,13.256,21,47,32,12.9
"318",6.3,15,50,2124,688,221,35,17.204,1.473,30.3,48,2.310778443,0.135928144,13.256,21,47,32,12.9
"319",6.3,13,50,1875,591,186,29,17.204,1.473,30.3,48,2.310778443,0.135928144,13.256,21,47,32,12.9
"320",6.6,13,47,2060,677,245,31,17.204,1.473,30.3,48,2.310778443,0.135928144,13.256,21,47,32,12.9
"321",6.3,15,50,1835,597,216,35,17.204,1.473,30.3,48,2.310778443,0.135928144,13.256,21,47,32,12.9
"322",6.5,15,45,2093,686,195,33,17.204,1.473,30.3,48,2.310778443,0.135928144,13.256,21,47,32,12.9
"323",6.5,12,53,1996,649,190,28,17.204,1.473,30.3,48,2.310778443,0.135928144,13.256,21,47,32,12.9
"324",6.2,14,55,1845,572,218,34,17.204,1.473,30.3,48,2.310778443,0.135928144,13.256,21,47,32,12.9
"325",6.9,9,20,2351,702,78,18,16.218,1.364,12.6,41,2.0688,0.1584,12.472,2,73,25,27.1
"326",7,10,50,1557,416,60,17,16.218,1.364,12.6,41,2.0688,0.1584,12.472,2,73,25,27.1
"327",6.7,11,33,2005,573,71,20,16.218,1.364,12.6,41,2.0688,0.1584,12.472,2,73,25,27.1
"328",7.2,10,44,1461,447,55,17,16.218,1.364,12.6,41,2.0688,0.1584,12.472,2,73,25,27.1
"329",6.8,10,26,1717,508,59,17,16.218,1.364,12.6,41,2.0688,0.1584,12.472,2,73,25,27.1
"330",6.7,11,43,1631,395,56,16,16.218,1.364,12.6,41,2.0688,0.1584,12.472,2,73,25,27.1
"331",6.7,10,28,1696,487,59,19,16.218,1.364,12.6,41,2.0688,0.1584,12.472,2,73,25,27.1
"332",6.5,10,39,1623,447,69,22,16.218,1.364,12.6,41,2.0688,0.1584,12.472,2,73,25,27.1
"333",7.9,13,61,3605,864,86,16,31,2.9,18.7,8,3.323353293,0.099700599,17.024,24,35,41,31.6
"334",8,10,18,3712,787,89,14,31,2.9,18.7,8,3.323353293,0.099700599,17.024,24,35,41,31.6
"335",8.1,12,17,4059,821,97,15,31,2.9,18.7,8,3.323353293,0.099700599,17.024,24,35,41,31.6
"336",8,12,16,4144,828,93,13,31,2.9,18.7,8,3.323353293,0.099700599,17.024,24,35,41,31.6
"337",8.1,11,14,3997,890,96,14,31,2.9,18.7,8,3.323353293,0.099700599,17.024,24,35,41,31.6
"338",8,11,16,3833,794,92,13,31,2.9,18.7,8,3.323353293,0.099700599,17.024,24,35,41,31.6
"339",8.2,11,17,4032,805,99,13,31,2.9,18.7,8,3.323353293,0.099700599,17.024,24,35,41,31.6
"340",8,11,17,3950,736,91,12,31,2.9,18.7,8,3.323353293,0.099700599,17.024,24,35,41,31.6
"341",7.3,16,22,2325,894,116,24,21.633,2.076,13.4,29,4.3618,0.3277,18.536,3,65,32,37.1
"342",7.4,18,30,1997,775,237,35,21.633,2.076,13.4,29,4.3618,0.3277,18.536,3,65,32,37.1
"343",7.3,14,37,2159,789,243,27,21.633,2.076,13.4,29,4.3618,0.3277,18.536,3,65,32,37.1
"344",7.4,15,24,1925,834,142,25,21.633,2.076,13.4,29,4.3618,0.3277,18.536,3,65,32,37.1
"345",7.5,16,28,1944,845,227,24,21.633,2.076,13.4,29,4.3618,0.3277,18.536,3,65,32,37.1
"346",7.4,16,23,1901,825,141,26,21.633,2.076,13.4,29,4.3618,0.3277,18.536,3,65,32,37.1
"347",7.5,15,21,2136,914,137,24,21.633,2.076,13.4,29,4.3618,0.3277,18.536,3,65,32,37.1
"348",7.5,16,23,2122,975,182,34,21.633,2.076,13.4,29,4.3618,0.3277,18.536,3,65,32,37.1
"349",6.8,11,9,1693,520,69,19,19.842,2.007,22.1,7,2.233,0.1595,27.312,31,36,33,22.3
"350",6.8,12,13,1639,514,91,27,19.842,2.007,22.1,7,2.233,0.1595,27.312,31,36,33,22.3
"351",6.8,12,13,1545,452,66,20,19.842,2.007,22.1,7,2.233,0.1595,27.312,31,36,33,22.3
"352",6.9,11,12,1567,460,71,27,19.842,2.007,22.1,7,2.233,0.1595,27.312,31,36,33,22.3
"353",6.9,10,15,1746,522,97,24,19.842,2.007,22.1,7,2.233,0.1595,27.312,31,36,33,22.3
"354",6.8,10,12,1458,442,63,18,19.842,2.007,22.1,7,2.233,0.1595,27.312,31,36,33,22.3
"355",6.5,14,33,2475,573,114,22,19.842,2.007,22.1,7,2.233,0.1595,27.312,31,36,33,22.3
"356",6.45,7.5,24.5,2875,878.5,163.5,32,10.185,1.086,25.55413557,3,1.240454721,0.09182332,7.652779935,15,40,45,16.8
"357",6.15,7.5,23,2792.5,858.5,169.5,31.5,10.185,1.086,25.55413557,3,1.240454721,0.09182332,7.652779935,15,40,45,16.8
"358",6.3,7,22,2909,894,172.5,31.5,10.185,1.086,25.55413557,3,1.240454721,0.09182332,7.652779935,15,40,45,16.8
"359",6,10,27,2753,825,191.5,48.5,10.185,1.086,25.55413557,3,1.240454721,0.09182332,7.652779935,15,40,45,16.8
"360",6.2,10,20,2834,807.5,180,42.5,10.185,1.086,25.55413557,3,1.240454721,0.09182332,7.652779935,15,40,45,16.8
"361",6.25,8.5,18,2796.5,741,164,42,10.185,1.086,25.55413557,3,1.240454721,0.09182332,7.652779935,15,40,45,16.8
"362",6.05,10,11.5,2367.5,591.5,117,36.5,10.185,1.086,25.55413557,3,1.240454721,0.09182332,7.652779935,15,40,45,16.8
"363",6.2,9.5,10,2710.5,738,147,46,10.185,1.086,25.55413557,3,1.240454721,0.09182332,7.652779935,15,40,45,16.8
"364",6.34879067460317,10.0080952380952,15.6059722222222,2472.67580411255,721.128805555555,147.691763888889,35.9884814935065,10.185,1.086,25.55413557,3,1.240454721,0.09182332,7.652779935,15,40,45,16.8
"365",7.45,11.5,64.5,1576.5,427,112.5,28,14.38,1.3805,35.43354698,30.5,3.578936502,0.261726817,46.90004075,16,48,36,19.6
"366",7.25,12.5,64,1822.5,433.5,120.5,32.5,14.38,1.3805,35.43354698,30.5,3.578936502,0.261726817,46.90004075,16,48,36,19.6
"367",7.35,11.5,55.5,1929.5,485,112,31.5,14.38,1.3805,35.43354698,30.5,3.578936502,0.261726817,46.90004075,16,48,36,19.6
"368",7.2,14,54.5,1980.5,438.5,107,26,14.38,1.3805,35.43354698,30.5,3.578936502,0.261726817,46.90004075,16,48,36,19.6
"369",7.25,11,50,1806.5,418.5,86,25.5,14.38,1.3805,35.43354698,30.5,3.578936502,0.261726817,46.90004075,16,48,36,19.6
"370",7.15,12,50.5,1832.5,403.5,103,27,14.38,1.3805,35.43354698,30.5,3.578936502,0.261726817,46.90004075,16,48,36,19.6
"371",6.95,11,47,1875,372,103,27,14.38,1.3805,35.43354698,30.5,3.578936502,0.261726817,46.90004075,16,48,36,19.6
"372",7.2,11,47.5,1853.5,411,90,26.5,14.38,1.3805,35.43354698,30.5,3.578936502,0.261726817,46.90004075,16,48,36,19.6
"373",7.11492867965368,13.6424236111111,55.5579523809524,2011.692625,422.07003619175,129.856313492063,27.7204714285714,14.38,1.3805,35.43354698,30.5,3.578936502,0.261726817,46.90004075,16,48,36,19.6
"374",7.15,16,131.5,3178,1091.5,246.5,35,12.106,1.323,25.17267218,73,2.610095965,0.203370675,36.92846676,2,49,49,32.6
"375",7.05,18.5,102.5,3427,1115,245,34.5,12.106,1.323,25.17267218,73,2.610095965,0.203370675,36.92846676,2,49,49,32.6
"376",7.3,32,211.5,3073,1163,488.5,82,12.106,1.323,25.17267218,73,2.610095965,0.203370675,36.92846676,2,49,49,32.6
"377",7.25,18,144,3324.5,1158,272.5,40,12.106,1.323,25.17267218,73,2.610095965,0.203370675,36.92846676,2,49,49,32.6
"378",7.3,16,144,3165.5,1148.5,243,35,12.106,1.323,25.17267218,73,2.610095965,0.203370675,36.92846676,2,49,49,32.6
"379",7.2,18,138,3189.5,1072,248,40.5,12.106,1.323,25.17267218,73,2.610095965,0.203370675,36.92846676,2,49,49,32.6
"380",7.05,18.5,120,3275.5,1175,196.5,39,12.106,1.323,25.17267218,73,2.610095965,0.203370675,36.92846676,2,49,49,32.6
"381",7.25,18,104,3070,1085.5,182.5,39.5,12.106,1.323,25.17267218,73,2.610095965,0.203370675,36.92846676,2,49,49,32.6
"382",6.8,9,152,1798,381,279,25,9.42,0.9935,25.72908406,126.5,1.367801892,0.097215603,26.49593867,50,22,28,9.1
"383",6.95,9,157.5,1693.5,340.5,279.5,22,9.42,0.9935,25.72908406,126.5,1.367801892,0.097215603,26.49593867,50,22,28,9.1
"384",7.2,8,110,1481,313,271,18,9.42,0.9935,25.72908406,126.5,1.367801892,0.097215603,26.49593867,50,22,28,9.1
"385",6.95,7.5,138.5,1508.5,335.5,236.5,19.5,9.42,0.9935,25.72908406,126.5,1.367801892,0.097215603,26.49593867,50,22,28,9.1
"386",6.95,8.5,131,1591.5,353,223.5,21.5,9.42,0.9935,25.72908406,126.5,1.367801892,0.097215603,26.49593867,50,22,28,9.1
"387",6.95,8,116.5,1512,343.5,238,20.5,9.42,0.9935,25.72908406,126.5,1.367801892,0.097215603,26.49593867,50,22,28,9.1
"388",6.8,8.5,134,1429,315,248.5,18,9.42,0.9935,25.72908406,126.5,1.367801892,0.097215603,26.49593867,50,22,28,9.1
"389",6.95,8,160,1486,304.5,242,17,9.42,0.9935,25.72908406,126.5,1.367801892,0.097215603,26.49593867,50,22,28,9.1
"390",6.15,25,34,3107,836,179.5,31.5,22.2175,1.9605,22.81505486,20,2.366250497,0.187402087,43.76533429,2,57,41,23.8
"391",6.8,25,40.5,3375.5,882.5,130.5,33.5,22.2175,1.9605,22.81505486,20,2.366250497,0.187402087,43.76533429,2,57,41,23.8
"392",6.9,22.5,42,3045.5,853,147,32,22.2175,1.9605,22.81505486,20,2.366250497,0.187402087,43.76533429,2,57,41,23.8
"393",6.75,27.5,41,3227,869.5,157,33,22.2175,1.9605,22.81505486,20,2.366250497,0.187402087,43.76533429,2,57,41,23.8
"394",6.45,36,45,2972,817.5,181,36.5,22.2175,1.9605,22.81505486,20,2.366250497,0.187402087,43.76533429,2,57,41,23.8
"395",6.7,24.5,124,2842.5,726.5,337,26.5,22.2175,1.9605,22.81505486,20,2.366250497,0.187402087,43.76533429,2,57,41,23.8
"396",6.9,19,40.5,3139.5,905.5,133,32,22.2175,1.9605,22.81505486,20,2.366250497,0.187402087,43.76533429,2,57,41,23.8
"397",6.6,34,23,3392.5,1023.5,228.5,35.5,22.2175,1.9605,22.81505486,20,2.366250497,0.187402087,43.76533429,2,57,41,23.8
"398",6.55,29,39,3068,837,179.5,36,22.714,2.055,24.66499578,8,5.497604767,0.426299901,53.88884068,1,55,44,47.1
"399",6.7,24,24,3287.5,956.5,157.5,35,22.714,2.055,24.66499578,8,5.497604767,0.426299901,53.88884068,1,55,44,47.1
"400",6.7,36,46.5,3226.5,880,147.5,37,22.714,2.055,24.66499578,8,5.497604767,0.426299901,53.88884068,1,55,44,47.1
"401",6.45,39,41.5,3027,817,230,38,22.714,2.055,24.66499578,8,5.497604767,0.426299901,53.88884068,1,55,44,47.1
